subject,predicate,object,label,file path
DuReader,has,our system ( single model ,results,/content/training-data/natural_language_inference/95/triples/results.txt
our system ( single model ),achieves,further improvement,results,/content/training-data/natural_language_inference/95/triples/results.txt
further improvement,by,large margin,results,/content/training-data/natural_language_inference/95/triples/results.txt
Contribution,has,Ablation analysis,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
Ablation analysis,obtain,73.2,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
73.2,for,matched score,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
Ablation analysis,obtain,73.6,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
73.6,on,mismatched data,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
Ablation analysis,use,addition,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
addition,as,skip connection,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
skip connection,has,performance increase,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
performance increase,to,77.3 and 76.3,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
addition,of,representation,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
representation,after,highway network,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
highway network,and,representation,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
representation,after,self - attention,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
Ablation analysis,After removing,exact match binary feature,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
exact match binary feature,find,performance,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
performance,has,degrade,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
degrade,to,78.0,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
78.0,on,mismatched score,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
degrade,to,78.2,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
78.2,on,matched score,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
matched score,on,development set,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
Ablation analysis,remove,encoding layer completely,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
encoding layer completely,obtain,73.2,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
73.2,for,mismatched score,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
encoding layer completely,obtain,73.5,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
73.5,for,matched score,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
encoding layer completely,demonstrate,feature extraction layer,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
feature extraction layer,have,powerful capability,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
powerful capability,to capture,semantic feature,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
Ablation analysis,remove,both self - attention and fuse gate,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
both self - attention and fuse gate,retaining only,highway network,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
both self - attention and fuse gate,has,result,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
result,has,improves,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
improves,to,77.7 and 77.3,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
77.7 and 77.3,on,matched and mismatched development set,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
Ablation analysis,remove,fuse gate,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
fuse gate,has,performance,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
performance,has,degrade,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
degrade,to,73.5,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
73.5,for,matched score,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
degrade,to,73.8,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
73.8,for,mismatched,ablation-analysis,/content/training-data/natural_language_inference/49/triples/ablation-analysis.txt
Contribution,has,Model,model,/content/training-data/natural_language_inference/49/triples/model.txt
Model,dub,general framework,model,/content/training-data/natural_language_inference/49/triples/model.txt
general framework,as,Interactive Inference Network ( IIN ,model,/content/training-data/natural_language_inference/49/triples/model.txt
